rep,episode,mean,hw
1.000000000000000000e+00,2.500000000000000000e+02,1.245793505921982955e+02,7.044341418217220507e+01
1.000000000000000000e+00,2.750000000000000000e+02,1.471597251513536833e+02,5.866123057617536318e+01
1.000000000000000000e+00,3.000000000000000000e+02,1.329364676251214519e+02,5.436185882942827874e+01
1.000000000000000000e+00,3.250000000000000000e+02,6.567081127797406737e+01,7.469382962285197891e+01
1.000000000000000000e+00,3.500000000000000000e+02,1.270283006274341631e+02,6.238060408976654259e+01
1.000000000000000000e+00,3.750000000000000000e+02,1.156966566953349371e+02,5.366303451901308819e+01
1.000000000000000000e+00,4.000000000000000000e+02,1.011065298555439398e+02,6.294876765425894405e+01
1.000000000000000000e+00,4.250000000000000000e+02,9.442992148501156180e+01,7.860531733488416251e+01
1.000000000000000000e+00,4.500000000000000000e+02,6.400555222249946041e+01,7.815144608677502447e+01
1.000000000000000000e+00,4.750000000000000000e+02,8.183188763129427912e+01,8.315695667754496867e+01
1.000000000000000000e+00,5.000000000000000000e+02,1.132927307439744880e+02,6.077538518482869279e+01
2.000000000000000000e+00,0.000000000000000000e+00,-4.255052437313761970e+02,4.874949317443586239e+01
2.000000000000000000e+00,2.500000000000000000e+01,-3.463156166601879136e+02,6.658047578317035686e+01
2.000000000000000000e+00,5.000000000000000000e+01,-1.747462350723077407e+02,4.999712885433371667e+01
2.000000000000000000e+00,7.500000000000000000e+01,-1.939935339302208490e+02,6.235758573596463350e+01
2.000000000000000000e+00,1.000000000000000000e+02,-1.488675491289986894e+02,6.322320331055766474e+01
2.000000000000000000e+00,1.250000000000000000e+02,-1.877314834605248564e+02,5.824034303129589318e+01
2.000000000000000000e+00,1.500000000000000000e+02,-1.876602490259978850e+01,2.549555524718945421e+01
2.000000000000000000e+00,1.750000000000000000e+02,-9.132494349951839752e+01,7.189343894636597554e+01
2.000000000000000000e+00,2.000000000000000000e+02,-2.809862192595736374e+01,6.430124469626842654e+01
2.000000000000000000e+00,2.250000000000000000e+02,-3.029052573238265822e+01,5.170586781679417498e+01
2.000000000000000000e+00,2.500000000000000000e+02,2.810946021183979227e+01,7.694387749061992565e+01
2.000000000000000000e+00,2.750000000000000000e+02,1.107926639521687484e+01,6.099958317978239108e+01
2.000000000000000000e+00,3.000000000000000000e+02,1.651867019133502481e+02,5.114314151325051228e+01
2.000000000000000000e+00,3.250000000000000000e+02,1.257981532973696943e+02,5.249543797630106923e+01
2.000000000000000000e+00,3.500000000000000000e+02,6.996580110592002200e+01,7.072192501163209499e+01
2.000000000000000000e+00,3.750000000000000000e+02,8.096792364499269468e+01,6.905533570040599045e+01
2.000000000000000000e+00,4.000000000000000000e+02,1.027863845643803984e+02,6.634984000880915289e+01
2.000000000000000000e+00,4.250000000000000000e+02,1.177198587508432723e+02,4.223900015470569969e+01
2.000000000000000000e+00,4.500000000000000000e+02,1.657354705490747051e+02,4.274631676962405891e+01
2.000000000000000000e+00,4.750000000000000000e+02,1.851561722221740354e+02,4.019758632029302703e+01
2.000000000000000000e+00,5.000000000000000000e+02,1.701618094138137565e+02,4.555818732175505659e+01
3.000000000000000000e+00,0.000000000000000000e+00,-4.356039417910481575e+02,6.061283569756746203e+01
3.000000000000000000e+00,2.500000000000000000e+01,-3.600616552454627026e+02,7.920403313063670225e+01
3.000000000000000000e+00,5.000000000000000000e+01,-3.070438169465031706e+02,8.734001654276421789e+01
3.000000000000000000e+00,7.500000000000000000e+01,-1.939543937458164748e+02,5.506744822366523806e+01
3.000000000000000000e+00,1.000000000000000000e+02,-2.452891721752574199e+02,8.606391524548462257e+01
3.000000000000000000e+00,1.250000000000000000e+02,-1.803486256063950179e+02,7.505126550396333585e+01
3.000000000000000000e+00,1.500000000000000000e+02,-8.189864925096267712e+01,5.546828406417125734e+01
3.000000000000000000e+00,1.750000000000000000e+02,-4.746798626994138459e+01,6.816089474607926491e+01
3.000000000000000000e+00,2.000000000000000000e+02,2.806116726700440367e+01,7.637666438806250824e+01
3.000000000000000000e+00,2.250000000000000000e+02,2.678737723794371917e+01,7.801086353124915718e+01
3.000000000000000000e+00,2.500000000000000000e+02,1.005266769460775294e+02,8.544122746915557798e+01
3.000000000000000000e+00,2.750000000000000000e+02,1.066326390596322824e+02,7.844202114676230053e+01
3.000000000000000000e+00,3.000000000000000000e+02,1.063957931107105139e+02,6.511070742896527008e+01
3.000000000000000000e+00,3.250000000000000000e+02,1.152187298078638236e+02,6.844804770581932019e+01
3.000000000000000000e+00,3.500000000000000000e+02,1.180319915624671410e+02,7.142698238658596210e+01
3.000000000000000000e+00,3.750000000000000000e+02,1.556288190582428115e+02,5.329396016055572716e+01
3.000000000000000000e+00,4.000000000000000000e+02,1.787786764485703372e+02,5.257588145571119753e+01
3.000000000000000000e+00,4.250000000000000000e+02,1.841219921577982745e+02,4.487866979511167642e+01
3.000000000000000000e+00,4.500000000000000000e+02,2.324947304786890925e+02,2.225578887826829444e+01
3.000000000000000000e+00,4.750000000000000000e+02,1.281011024641884717e+02,6.550441778567653728e+01
3.000000000000000000e+00,5.000000000000000000e+02,1.570672336601710697e+02,5.849037807137469258e+01
4.000000000000000000e+00,0.000000000000000000e+00,-2.921424519842164500e+02,3.374939008264314566e+01
4.000000000000000000e+00,2.500000000000000000e+01,-2.251690995815485223e+02,5.345408398063078437e+01
4.000000000000000000e+00,5.000000000000000000e+01,-2.749021294603195997e+02,5.980510624921954133e+01
4.000000000000000000e+00,7.500000000000000000e+01,-2.244569547426410452e+02,5.972566092430549389e+01
4.000000000000000000e+00,1.000000000000000000e+02,-1.547264537696383968e+02,5.821610878101243003e+01
4.000000000000000000e+00,1.250000000000000000e+02,-4.502287871438822009e+01,5.672096512906848886e+01
4.000000000000000000e+00,1.500000000000000000e+02,-2.708362613214021763e+01,6.380762424370992392e+01
4.000000000000000000e+00,1.750000000000000000e+02,-6.193070843501149625e+01,6.542342768564550681e+01
4.000000000000000000e+00,2.000000000000000000e+02,2.173958035261838173e+00,8.043039597171332389e+01
4.000000000000000000e+00,2.250000000000000000e+02,2.155785006217634603e+01,6.730724685003785623e+01
4.000000000000000000e+00,2.500000000000000000e+02,4.208766943280481598e+01,7.122397826220773709e+01
4.000000000000000000e+00,2.750000000000000000e+02,-5.823603894539986925e+01,1.070126959840996506e+02
4.000000000000000000e+00,3.000000000000000000e+02,4.489571770281398955e+01,6.831908576064166994e+01
4.000000000000000000e+00,3.250000000000000000e+02,9.323174316206328172e+01,6.060310810032324724e+01
4.000000000000000000e+00,3.500000000000000000e+02,4.344363635365944276e+01,7.776832957600093721e+01
4.000000000000000000e+00,3.750000000000000000e+02,1.238136585361503563e+02,5.252135464641747831e+01
4.000000000000000000e+00,4.000000000000000000e+02,9.019758223333549552e+01,5.943505046237535794e+01
4.000000000000000000e+00,4.250000000000000000e+02,1.680929715155784550e+02,4.604955282665380167e+01
4.000000000000000000e+00,4.500000000000000000e+02,8.783741710271173986e+01,6.736491692373954265e+01
4.000000000000000000e+00,4.750000000000000000e+02,1.151390866590708697e+02,7.292213356512651501e+01
4.000000000000000000e+00,5.000000000000000000e+02,1.149944565583823106e+02,6.820983630096149852e+01
5.000000000000000000e+00,0.000000000000000000e+00,-4.240990899137834731e+02,3.769802144285760193e+01
5.000000000000000000e+00,2.500000000000000000e+01,-3.154400975121648685e+02,6.508809083453877520e+01
5.000000000000000000e+00,5.000000000000000000e+01,-2.137144615619096157e+02,8.563746290535780759e+01
5.000000000000000000e+00,7.500000000000000000e+01,-1.940201651871892068e+02,6.381084052650058425e+01
5.000000000000000000e+00,1.000000000000000000e+02,-2.430835640995267397e+02,8.038018666966948444e+01
5.000000000000000000e+00,1.250000000000000000e+02,-1.285118759990972421e+02,7.963914965055062112e+01
5.000000000000000000e+00,1.500000000000000000e+02,6.948391197629224791e+01,5.210260258241734022e+01
5.000000000000000000e+00,1.750000000000000000e+02,1.505361742654265456e+01,6.768552566452304120e+01
5.000000000000000000e+00,2.000000000000000000e+02,3.558633220578841616e+01,9.712358070993720105e+01
5.000000000000000000e+00,2.250000000000000000e+02,1.510929230394292944e+01,8.086217109242991796e+01
5.000000000000000000e+00,2.500000000000000000e+02,1.046458254181603991e+02,6.505750441730093314e+01
5.000000000000000000e+00,2.750000000000000000e+02,6.822180942827191075e+01,7.723179956837157079e+01
5.000000000000000000e+00,3.000000000000000000e+02,1.707883826022182916e+02,4.859386731247126789e+01
5.000000000000000000e+00,3.250000000000000000e+02,1.800027705539218630e+02,4.693626081743227019e+01
5.000000000000000000e+00,3.500000000000000000e+02,1.920278206658185240e+02,4.294264844694023253e+01
5.000000000000000000e+00,3.750000000000000000e+02,2.113186695408822402e+02,3.314999938406818103e+01
5.000000000000000000e+00,4.000000000000000000e+02,2.159935501280048413e+02,5.133341614111326123e+01
5.000000000000000000e+00,4.250000000000000000e+02,1.579081777305006256e+02,6.266275179519877980e+01
5.000000000000000000e+00,4.500000000000000000e+02,1.620077374257301415e+02,5.530879405935369419e+01
5.000000000000000000e+00,4.750000000000000000e+02,2.394701728360221864e+02,1.354330637014386340e+01
5.000000000000000000e+00,5.000000000000000000e+02,1.928999343016265016e+02,4.929913766950729581e+01
6.000000000000000000e+00,0.000000000000000000e+00,-3.842977636904089422e+02,4.746322536311528495e+01
6.000000000000000000e+00,2.500000000000000000e+01,-2.266808544557874825e+02,4.747786886818840202e+01
6.000000000000000000e+00,5.000000000000000000e+01,-2.988040837258415081e+02,7.675942963559199939e+01
6.000000000000000000e+00,7.500000000000000000e+01,-2.680672164048920649e+02,8.593991394525353655e+01
6.000000000000000000e+00,1.000000000000000000e+02,-1.704527271377024249e+02,4.268777668919049262e+01
6.000000000000000000e+00,1.250000000000000000e+02,-1.591238469369012023e+02,7.476605435003889966e+01
6.000000000000000000e+00,1.500000000000000000e+02,-1.989951093091111716e+02,8.381222977641179739e+01
6.000000000000000000e+00,1.750000000000000000e+02,3.612513851941264420e+01,5.899392564349796686e+01
6.000000000000000000e+00,2.000000000000000000e+02,-1.634953005699707163e+01,1.254620756441011054e+02
6.000000000000000000e+00,2.250000000000000000e+02,2.995491193092768345e+00,5.081617720344695499e+01
6.000000000000000000e+00,2.500000000000000000e+02,-7.804092342867367904e+01,5.937791238944564043e+01
6.000000000000000000e+00,2.750000000000000000e+02,-2.511900451842726767e+01,1.016228578078652731e+02
6.000000000000000000e+00,3.000000000000000000e+02,1.290383923263114525e+02,9.447649760785525075e+01
6.000000000000000000e+00,3.250000000000000000e+02,2.201970693267412287e+02,3.551573395815083245e+01
6.000000000000000000e+00,3.500000000000000000e+02,1.521182180464353735e+02,5.906957219804373693e+01
6.000000000000000000e+00,3.750000000000000000e+02,8.485512573320467311e+01,6.645759177930689532e+01
6.000000000000000000e+00,4.000000000000000000e+02,1.403873890211703213e+02,5.484727366425806849e+01
6.000000000000000000e+00,4.250000000000000000e+02,1.516860090683181639e+01,8.113155552323529207e+01
6.000000000000000000e+00,4.500000000000000000e+02,1.673398259855395906e+02,5.621906767698171592e+01
6.000000000000000000e+00,4.750000000000000000e+02,1.786672805579028704e+02,3.659872696139920123e+01
6.000000000000000000e+00,5.000000000000000000e+02,9.859907521032707223e+01,1.137916946541259762e+02
7.000000000000000000e+00,0.000000000000000000e+00,-4.358566062544811643e+02,4.870987832235393711e+01
7.000000000000000000e+00,2.500000000000000000e+01,-3.725237156837626458e+02,6.549810926064304795e+01
7.000000000000000000e+00,5.000000000000000000e+01,-3.846444307355093883e+02,7.161858771928450551e+01
7.000000000000000000e+00,7.500000000000000000e+01,-1.494103754429600599e+02,6.060579969506127185e+01
7.000000000000000000e+00,1.000000000000000000e+02,-1.476462119056470499e+02,6.353518276844125268e+01
7.000000000000000000e+00,1.250000000000000000e+02,-7.520413730596909829e+01,3.969434611707282556e+01
7.000000000000000000e+00,1.500000000000000000e+02,-5.179788478637320281e+01,9.090645043745163889e+01
7.000000000000000000e+00,1.750000000000000000e+02,1.111585370587008548e+01,4.904779596106105544e+01
7.000000000000000000e+00,2.000000000000000000e+02,-9.198614169940671559e+01,1.004382822318443971e+02
7.000000000000000000e+00,2.250000000000000000e+02,-8.753048659626364270e+01,6.182858012043245566e+01
7.000000000000000000e+00,2.500000000000000000e+02,-1.113236128877766440e+01,1.015596291162330971e+02
7.000000000000000000e+00,2.750000000000000000e+02,3.206408218563884560e+01,8.498525007081354943e+01
7.000000000000000000e+00,3.000000000000000000e+02,9.038432530446107194e+01,8.181668169422671610e+01
7.000000000000000000e+00,3.250000000000000000e+02,1.421300755872679247e+02,6.616261400285537775e+01
7.000000000000000000e+00,3.500000000000000000e+02,1.533595364008933757e+02,6.336277236163118687e+01
7.000000000000000000e+00,3.750000000000000000e+02,4.627591492455724165e+01,8.036006308252912334e+01
7.000000000000000000e+00,4.000000000000000000e+02,1.096449910328316832e+02,5.941600104813459637e+01
7.000000000000000000e+00,4.250000000000000000e+02,1.473135984723741387e+02,4.829182185753833778e+01
7.000000000000000000e+00,4.500000000000000000e+02,1.671340387380988659e+02,4.119719598243615621e+01
7.000000000000000000e+00,4.750000000000000000e+02,1.068359975590282858e+02,5.816387116928584788e+01
7.000000000000000000e+00,5.000000000000000000e+02,1.312452530910620396e+02,5.429711416510307487e+01
8.000000000000000000e+00,0.000000000000000000e+00,-2.782442318450312655e+02,3.448868253111071880e+01
8.000000000000000000e+00,2.500000000000000000e+01,-4.224512452440469588e+02,7.990948594229851665e+01
8.000000000000000000e+00,5.000000000000000000e+01,-3.247909936205116423e+02,7.556168861038540285e+01
8.000000000000000000e+00,7.500000000000000000e+01,-2.056405445528761788e+02,5.099108299859317839e+01
8.000000000000000000e+00,1.000000000000000000e+02,-1.682549147871741582e+02,5.834708421633561670e+01
8.000000000000000000e+00,1.250000000000000000e+02,-1.115548678027050187e+02,5.626288139736999483e+01
8.000000000000000000e+00,1.500000000000000000e+02,-2.478130488830696549e+02,9.053422029501672341e+01
8.000000000000000000e+00,1.750000000000000000e+02,-4.320835484541760252e+01,5.762802360983956618e+01
8.000000000000000000e+00,2.000000000000000000e+02,1.987955253408927803e+01,6.269861178530360490e+01
8.000000000000000000e+00,2.250000000000000000e+02,1.039729767898960944e+02,6.390009786768132471e+01
8.000000000000000000e+00,2.500000000000000000e+02,9.579718509558614414e+01,7.246774519349807520e+01
8.000000000000000000e+00,2.750000000000000000e+02,1.136580699092942268e+02,6.990260862467688696e+01
8.000000000000000000e+00,3.000000000000000000e+02,1.221305361354381489e+02,6.077245764404050732e+01
8.000000000000000000e+00,3.250000000000000000e+02,1.590915399696323789e+02,5.625125031534120978e+01
8.000000000000000000e+00,3.500000000000000000e+02,1.363880493052091367e+02,6.510680498215822354e+01
8.000000000000000000e+00,3.750000000000000000e+02,1.116086397851127572e+02,8.016074568884103257e+01
8.000000000000000000e+00,4.000000000000000000e+02,2.206030171211368156e+02,3.007810123146165893e+01
8.000000000000000000e+00,4.250000000000000000e+02,1.833382179840187973e+02,4.321529804820411158e+01
8.000000000000000000e+00,4.500000000000000000e+02,1.704661328915292984e+02,4.707051711842591857e+01
8.000000000000000000e+00,4.750000000000000000e+02,1.010836734075316343e+02,6.050623403441441894e+01
8.000000000000000000e+00,5.000000000000000000e+02,1.991373492785158703e+02,3.723871414890269449e+01
9.000000000000000000e+00,0.000000000000000000e+00,-3.496237525501992991e+02,7.639768543402603029e+01
9.000000000000000000e+00,2.500000000000000000e+01,-2.661150162774559362e+02,6.374964474064022824e+01
9.000000000000000000e+00,5.000000000000000000e+01,-2.073696320763278891e+02,4.336191013085579726e+01
9.000000000000000000e+00,7.500000000000000000e+01,-1.848165511701149057e+02,4.954257874551005614e+01
9.000000000000000000e+00,1.000000000000000000e+02,-1.120569150368892792e+02,5.459489988813965056e+01
9.000000000000000000e+00,1.250000000000000000e+02,-1.154194592833276403e+02,7.747483195556451108e+01
9.000000000000000000e+00,1.500000000000000000e+02,4.091967120311961992e+01,4.690014468233025013e+01
9.000000000000000000e+00,1.750000000000000000e+02,3.535581723928091691e+01,8.395583696121074979e+01
9.000000000000000000e+00,2.000000000000000000e+02,5.204921052532969838e+01,9.441560158526266378e+01
9.000000000000000000e+00,2.250000000000000000e+02,4.662177512514556099e+01,9.024928587170754213e+01
9.000000000000000000e+00,2.500000000000000000e+02,1.068246520131979054e+02,7.422043386072365934e+01
9.000000000000000000e+00,2.750000000000000000e+02,1.077535283090305995e+02,6.236949535250801091e+01
9.000000000000000000e+00,3.000000000000000000e+02,6.290691949646665648e+01,7.478726333152106065e+01
9.000000000000000000e+00,3.250000000000000000e+02,4.998660621990025277e+01,7.788130193009493496e+01
9.000000000000000000e+00,3.500000000000000000e+02,4.081589253135154394e+01,7.053743780273202901e+01
9.000000000000000000e+00,3.750000000000000000e+02,1.492588008711515215e+02,5.435326033901703369e+01
9.000000000000000000e+00,4.000000000000000000e+02,1.059407892945013430e+02,7.736170541718935567e+01
9.000000000000000000e+00,4.250000000000000000e+02,1.044409778427566948e+02,6.495399197842441197e+01
9.000000000000000000e+00,4.500000000000000000e+02,5.567382444514521467e+01,7.220886797319833761e+01
9.000000000000000000e+00,4.750000000000000000e+02,1.398736580133475798e+02,6.929073343167932819e+01
9.000000000000000000e+00,5.000000000000000000e+02,1.912276157187226033e+02,3.633984898046772827e+01
