rep,episode,mean,hw
3.000000000000000000e+00,3.250000000000000000e+02,-9.506758163930932426e+01,2.226646569204792314e+01
3.000000000000000000e+00,3.500000000000000000e+02,-8.356176003233063909e+01,1.930486739680185693e+01
3.000000000000000000e+00,3.750000000000000000e+02,-9.060488137523535102e+01,1.812869415958850539e+01
3.000000000000000000e+00,4.000000000000000000e+02,-8.009512166224570251e+01,1.509074421422492840e+01
3.000000000000000000e+00,4.250000000000000000e+02,-7.513490181136903345e+01,2.895062013576105997e+01
3.000000000000000000e+00,4.500000000000000000e+02,-8.950725065912843093e+01,2.720467681083378864e+01
3.000000000000000000e+00,4.750000000000000000e+02,-1.078711018886041444e+02,3.395029319125951872e+01
3.000000000000000000e+00,5.000000000000000000e+02,-1.023182097964861725e+02,2.857760649282454324e+01
4.000000000000000000e+00,0.000000000000000000e+00,-5.106207972964177202e+02,3.162884038839647260e+01
4.000000000000000000e+00,2.500000000000000000e+01,-5.120355305446017837e+02,4.015518371910723516e+01
4.000000000000000000e+00,5.000000000000000000e+01,-5.111765829342411394e+02,3.984917432630840040e+01
4.000000000000000000e+00,7.500000000000000000e+01,-5.055839958805796641e+02,5.123183328239333179e+01
4.000000000000000000e+00,1.000000000000000000e+02,-5.037305523570058199e+02,4.565553649114713153e+01
4.000000000000000000e+00,1.250000000000000000e+02,-4.817498413248428619e+02,5.284297573338583476e+01
4.000000000000000000e+00,1.500000000000000000e+02,-4.482033786343853876e+02,5.213802027131355032e+01
4.000000000000000000e+00,1.750000000000000000e+02,-4.233420431737832814e+02,6.331607103968246975e+01
4.000000000000000000e+00,2.000000000000000000e+02,-3.618990240886874403e+02,6.210659929623078312e+01
4.000000000000000000e+00,2.250000000000000000e+02,-2.085368053273179498e+02,5.591460960079007947e+01
4.000000000000000000e+00,2.500000000000000000e+02,-1.783098058962284824e+02,5.062874017401218651e+01
4.000000000000000000e+00,2.750000000000000000e+02,-1.420846495532292693e+02,1.671736797023176280e+01
4.000000000000000000e+00,3.000000000000000000e+02,-1.283514044103012282e+02,1.378606301828413194e+01
4.000000000000000000e+00,3.250000000000000000e+02,-1.392816061524122802e+02,2.594612203550554241e+01
4.000000000000000000e+00,3.500000000000000000e+02,-1.271588785721751833e+02,1.445571283216145808e+01
4.000000000000000000e+00,3.750000000000000000e+02,-1.298300521592503571e+02,1.480763027535790322e+01
4.000000000000000000e+00,4.000000000000000000e+02,-1.179843314605037818e+02,1.909909377312445855e+01
4.000000000000000000e+00,4.250000000000000000e+02,-9.038234832482149272e+01,9.473811186186011923e+00
4.000000000000000000e+00,4.500000000000000000e+02,-7.863530598329467125e+01,9.955445723332305263e+00
4.000000000000000000e+00,4.750000000000000000e+02,-7.109757098903361339e+01,1.047129702689954023e+01
4.000000000000000000e+00,5.000000000000000000e+02,-7.943497066343084612e+01,8.625551895571264893e+00
5.000000000000000000e+00,0.000000000000000000e+00,-4.946075995712549798e+02,4.548722617630017595e+01
5.000000000000000000e+00,2.500000000000000000e+01,-4.044902641617861718e+02,5.744242851145466489e+01
5.000000000000000000e+00,5.000000000000000000e+01,-3.399001811037600760e+02,6.354473192547684590e+01
5.000000000000000000e+00,7.500000000000000000e+01,-2.853780276095241106e+02,8.356333097941964638e+01
5.000000000000000000e+00,1.000000000000000000e+02,-3.138703795915365617e+02,8.342148293821601612e+01
5.000000000000000000e+00,1.250000000000000000e+02,-2.807564905357014027e+02,7.831960064076611161e+01
5.000000000000000000e+00,1.500000000000000000e+02,-2.528224047778210490e+02,7.575198123501691327e+01
5.000000000000000000e+00,1.750000000000000000e+02,-2.091000518256446128e+02,7.330475725809594678e+01
5.000000000000000000e+00,2.000000000000000000e+02,-1.797032865046958534e+02,6.922465819008522203e+01
5.000000000000000000e+00,2.250000000000000000e+02,-1.754549640743034331e+02,7.169814725846588033e+01
5.000000000000000000e+00,2.500000000000000000e+02,-1.361091838909331102e+02,4.851339016453963637e+01
5.000000000000000000e+00,2.750000000000000000e+02,-2.068881662180595811e+02,7.112408947384987812e+01
5.000000000000000000e+00,3.000000000000000000e+02,-1.617326476594759299e+02,6.370174412080102400e+01
5.000000000000000000e+00,3.250000000000000000e+02,-9.068736318528061702e+01,2.335092402259354216e+01
5.000000000000000000e+00,3.500000000000000000e+02,-7.363331160009826704e+01,3.426245000852268419e+01
5.000000000000000000e+00,3.750000000000000000e+02,-7.893920477623899501e+01,4.684773610462084292e+01
5.000000000000000000e+00,4.000000000000000000e+02,-1.538603815518084730e+02,6.828183269691861312e+01
5.000000000000000000e+00,4.250000000000000000e+02,-1.784025300022582599e+02,7.537270049689560381e+01
5.000000000000000000e+00,4.500000000000000000e+02,-1.612146174880187175e+02,7.762934738671826551e+01
5.000000000000000000e+00,4.750000000000000000e+02,-1.615110133923891738e+02,6.714784903875813882e+01
5.000000000000000000e+00,5.000000000000000000e+02,-2.850179909627461257e+02,7.736938781514194829e+01
6.000000000000000000e+00,0.000000000000000000e+00,-1.316842589732705449e+02,1.790015506775174714e+01
6.000000000000000000e+00,2.500000000000000000e+01,-5.187044970004743618e+02,4.052899331677780026e+01
6.000000000000000000e+00,5.000000000000000000e+01,-5.235314400686555700e+02,3.905747030394740449e+01
6.000000000000000000e+00,7.500000000000000000e+01,-5.248261960004770117e+02,4.107929204237682086e+01
6.000000000000000000e+00,1.000000000000000000e+02,-5.237959700892605497e+02,3.922527600157585681e+01
6.000000000000000000e+00,1.250000000000000000e+02,-4.808327924572577672e+02,6.239736696698507501e+01
6.000000000000000000e+00,1.500000000000000000e+02,-4.888990251806738456e+02,6.860427576145936257e+01
6.000000000000000000e+00,1.750000000000000000e+02,-4.817466202412029475e+02,7.581786121810799273e+01
6.000000000000000000e+00,2.000000000000000000e+02,-3.847230851542734058e+02,8.916304716719432122e+01
6.000000000000000000e+00,2.250000000000000000e+02,-3.459513331078865690e+02,7.665517617559953578e+01
6.000000000000000000e+00,2.500000000000000000e+02,-3.441820910539042870e+02,8.289958279779318673e+01
6.000000000000000000e+00,2.750000000000000000e+02,-3.491896076398118112e+02,8.481150387943942803e+01
6.000000000000000000e+00,3.000000000000000000e+02,-3.275816397979586441e+02,8.258302315173924057e+01
6.000000000000000000e+00,3.250000000000000000e+02,-2.666057083766345386e+02,8.143386751855020123e+01
6.000000000000000000e+00,3.500000000000000000e+02,-1.974751345556234696e+02,7.515212784949774516e+01
6.000000000000000000e+00,3.750000000000000000e+02,-1.988373306558073921e+02,7.510936840312459140e+01
6.000000000000000000e+00,4.000000000000000000e+02,-2.498516623979858764e+02,8.098598273149615068e+01
6.000000000000000000e+00,4.250000000000000000e+02,-2.357105716479276509e+02,7.711290472493450920e+01
6.000000000000000000e+00,4.500000000000000000e+02,-2.151039874129218390e+02,7.651227119672643084e+01
6.000000000000000000e+00,4.750000000000000000e+02,-2.222181863836388231e+02,8.172948994115948551e+01
6.000000000000000000e+00,5.000000000000000000e+02,-1.858414222667628906e+02,7.331407942969757130e+01
7.000000000000000000e+00,0.000000000000000000e+00,-5.022039536201982060e+02,3.493191546361180855e+01
7.000000000000000000e+00,2.500000000000000000e+01,-4.989304308573247795e+02,2.001163837371321819e+01
7.000000000000000000e+00,5.000000000000000000e+01,-4.588775419901709256e+02,1.665022504680291604e+01
7.000000000000000000e+00,7.500000000000000000e+01,-4.556011198867444705e+02,1.501723917299817401e+01
7.000000000000000000e+00,1.000000000000000000e+02,-4.362263685179824506e+02,1.701128573104826103e+01
7.000000000000000000e+00,1.250000000000000000e+02,-4.258837952762416421e+02,1.837458968197508469e+01
7.000000000000000000e+00,1.500000000000000000e+02,-3.963496327995869706e+02,1.714073135163147299e+01
7.000000000000000000e+00,1.750000000000000000e+02,-3.732068748339503941e+02,1.178170046818926764e+01
7.000000000000000000e+00,2.000000000000000000e+02,-3.397250524382734511e+02,1.232089459767080264e+01
7.000000000000000000e+00,2.250000000000000000e+02,-3.067386441107361179e+02,2.251265486173347696e+01
7.000000000000000000e+00,2.500000000000000000e+02,-2.611161354914937078e+02,1.961679075953556861e+01
7.000000000000000000e+00,2.750000000000000000e+02,-2.401538545350329628e+02,2.669387831743664208e+01
7.000000000000000000e+00,3.000000000000000000e+02,-2.126030902031614289e+02,2.930451406656440483e+01
7.000000000000000000e+00,3.250000000000000000e+02,-1.165593231816979909e+02,1.764813394521529943e+01
7.000000000000000000e+00,3.500000000000000000e+02,-1.086999243857746649e+02,9.821571009579669109e+00
7.000000000000000000e+00,3.750000000000000000e+02,-1.831241160629590752e+02,3.037348432696842693e+01
7.000000000000000000e+00,4.000000000000000000e+02,-1.311200898901311405e+02,1.881481768742247596e+01
7.000000000000000000e+00,4.250000000000000000e+02,-1.134825438256231394e+02,9.195272701731301623e+00
7.000000000000000000e+00,4.500000000000000000e+02,-1.228669162307612908e+02,1.790801377747312273e+01
7.000000000000000000e+00,4.750000000000000000e+02,-1.072078407715214183e+02,2.896098448961644678e+01
7.000000000000000000e+00,5.000000000000000000e+02,-9.325134885500425241e+01,2.947560430059361281e+01
8.000000000000000000e+00,0.000000000000000000e+00,-1.339540941360563693e+02,1.351224939359277144e+01
8.000000000000000000e+00,2.500000000000000000e+01,-1.301064781286564198e+02,4.138572630788409867e+01
8.000000000000000000e+00,5.000000000000000000e+01,-1.495713321359865233e+02,4.286782417569101256e+01
8.000000000000000000e+00,7.500000000000000000e+01,-9.768813497995820683e+01,2.336141674503338095e+01
8.000000000000000000e+00,1.000000000000000000e+02,-1.066024783931699602e+02,2.008306452999190839e+01
8.000000000000000000e+00,1.250000000000000000e+02,-9.276778882151948835e+01,2.716355981405493480e+01
8.000000000000000000e+00,1.500000000000000000e+02,-7.907713941217596698e+01,2.233941175128274637e+01
8.000000000000000000e+00,1.750000000000000000e+02,-5.670888626996802628e+01,2.159796688462624559e+01
8.000000000000000000e+00,2.000000000000000000e+02,-6.287419015607405015e+01,2.235843584486179481e+01
8.000000000000000000e+00,2.250000000000000000e+02,-5.188626952453642360e+01,2.038351532366226593e+01
8.000000000000000000e+00,2.500000000000000000e+02,-4.364884806623260260e+01,1.669523923208311089e+01
8.000000000000000000e+00,2.750000000000000000e+02,-4.418705158997995852e+01,1.768491416334242317e+01
8.000000000000000000e+00,3.000000000000000000e+02,-3.479833003146328707e+01,1.417169287382572840e+01
8.000000000000000000e+00,3.250000000000000000e+02,-6.328542924669698522e+01,3.893241830178571661e+01
8.000000000000000000e+00,3.500000000000000000e+02,-3.674852198773816525e+01,1.721092296725181114e+01
8.000000000000000000e+00,3.750000000000000000e+02,-9.065584767178629022e+01,6.221301368273433496e+01
8.000000000000000000e+00,4.000000000000000000e+02,-3.233220368799437239e+01,1.715394310852656190e+01
8.000000000000000000e+00,4.250000000000000000e+02,-1.349593662992039071e+02,6.316765915053056801e+01
8.000000000000000000e+00,4.500000000000000000e+02,-1.601724762333300021e+02,6.932913574634343945e+01
8.000000000000000000e+00,4.750000000000000000e+02,-1.346529218668971453e+02,7.291630709187569437e+01
8.000000000000000000e+00,5.000000000000000000e+02,-9.006770081102534675e+01,4.154602517576230980e+01
9.000000000000000000e+00,0.000000000000000000e+00,-4.991587454532220818e+02,3.786670154516973952e+01
9.000000000000000000e+00,2.500000000000000000e+01,-5.741309241227562552e+02,3.725976683830236169e+01
9.000000000000000000e+00,5.000000000000000000e+01,-5.423029480494204790e+02,4.591464966036050299e+01
9.000000000000000000e+00,7.500000000000000000e+01,-5.613801518441908911e+02,3.978730103303919208e+01
9.000000000000000000e+00,1.000000000000000000e+02,-4.647591382098370332e+02,6.876228413870724410e+01
9.000000000000000000e+00,1.250000000000000000e+02,-5.105124956566312449e+02,6.797853673939093255e+01
9.000000000000000000e+00,1.500000000000000000e+02,-4.603293673447166725e+02,7.022702220036633491e+01
9.000000000000000000e+00,1.750000000000000000e+02,-4.148628760480490882e+02,8.177510577608958897e+01
9.000000000000000000e+00,2.000000000000000000e+02,-3.190677592379587395e+02,8.419656519755268675e+01
9.000000000000000000e+00,2.250000000000000000e+02,-2.724196634844612959e+02,7.387260572740952114e+01
9.000000000000000000e+00,2.500000000000000000e+02,-2.047855937801124639e+02,5.058751612865179226e+01
9.000000000000000000e+00,2.750000000000000000e+02,-1.611651513151836070e+02,3.863277081361646026e+01
9.000000000000000000e+00,3.000000000000000000e+02,-1.491295934264697109e+02,3.059021468963016588e+01
9.000000000000000000e+00,3.250000000000000000e+02,-1.185222344422715111e+02,2.551881267628175465e+01
9.000000000000000000e+00,3.500000000000000000e+02,-9.768116752995047136e+01,2.673623709704122930e+01
9.000000000000000000e+00,3.750000000000000000e+02,-9.460337477398154249e+01,2.060280740082510675e+01
9.000000000000000000e+00,4.000000000000000000e+02,-7.791865813734770541e+01,2.714487717544019318e+01
9.000000000000000000e+00,4.250000000000000000e+02,-1.013281293273657866e+02,3.921249408050535834e+01
9.000000000000000000e+00,4.500000000000000000e+02,-9.077290334744796496e+01,3.808714999007789714e+01
9.000000000000000000e+00,4.750000000000000000e+02,-4.867836267580553766e+01,1.606383004072900889e+01
9.000000000000000000e+00,5.000000000000000000e+02,-9.955040744729392088e+01,3.597637532365072133e+01
