rep,episode,mean,hw
2.000000000000000000e+00,5.000000000000000000e+01,-2.048332670813680920e+02,4.520564400296952101e+01
2.000000000000000000e+00,7.500000000000000000e+01,-1.409569460450344991e+02,4.053041503324007522e+01
2.000000000000000000e+00,1.000000000000000000e+02,-1.992266381304609979e+02,6.040085489599629653e+01
2.000000000000000000e+00,1.250000000000000000e+02,-7.120170285027266743e+01,4.658191805423871301e+01
2.000000000000000000e+00,1.500000000000000000e+02,-9.788890764028811020e+01,5.639800357546822340e+01
2.000000000000000000e+00,1.750000000000000000e+02,-1.210781651067268605e+01,5.361231500007714601e+01
2.000000000000000000e+00,2.000000000000000000e+02,-6.456296992127013823e+01,3.498594768496010943e+01
2.000000000000000000e+00,2.250000000000000000e+02,-3.239724798910744852e+01,4.654498013816711222e+01
2.000000000000000000e+00,2.500000000000000000e+02,4.307141187613208899e+01,6.226137653842993558e+01
2.000000000000000000e+00,2.750000000000000000e+02,1.388632619081415100e+02,4.357680633525347957e+01
2.000000000000000000e+00,3.000000000000000000e+02,1.661501741350781174e+02,3.652748419362764309e+01
2.000000000000000000e+00,3.250000000000000000e+02,8.118135620486627602e+01,3.243989249292789623e+01
2.000000000000000000e+00,3.500000000000000000e+02,1.210256713165408655e+02,4.731336000610271242e+01
2.000000000000000000e+00,3.750000000000000000e+02,9.717957776442621309e+01,5.345691896030404422e+01
2.000000000000000000e+00,4.000000000000000000e+02,1.126892578419019344e+02,4.813996948415275057e+01
2.000000000000000000e+00,4.250000000000000000e+02,2.012755882190338355e+02,2.069154304291088664e+01
2.000000000000000000e+00,4.500000000000000000e+02,1.418886789776349531e+02,4.711200794986352491e+01
2.000000000000000000e+00,4.750000000000000000e+02,1.413856632342097726e+02,4.980685832584381245e+01
2.000000000000000000e+00,5.000000000000000000e+02,2.002434997473613691e+02,2.148047220829341342e+01
3.000000000000000000e+00,0.000000000000000000e+00,-4.214608945615240714e+02,6.388152862215459749e+01
3.000000000000000000e+00,2.500000000000000000e+01,-1.888631186818838614e+02,4.699825039936584403e+01
3.000000000000000000e+00,5.000000000000000000e+01,-2.393069309203319790e+02,8.188444878133380200e+01
3.000000000000000000e+00,7.500000000000000000e+01,-1.313085972419308689e+02,6.080934630200187030e+01
3.000000000000000000e+00,1.000000000000000000e+02,-9.099221898774480621e+01,1.753013040002475265e+01
3.000000000000000000e+00,1.250000000000000000e+02,-8.394627343392247099e+01,2.772749902681444922e+01
3.000000000000000000e+00,1.500000000000000000e+02,-4.350346591561462617e+01,4.473490193316621344e+01
3.000000000000000000e+00,1.750000000000000000e+02,-4.628395138544716758e+01,5.785306627874846441e+01
3.000000000000000000e+00,2.000000000000000000e+02,-7.464897497889967148e+00,4.060093195457602633e+01
3.000000000000000000e+00,2.250000000000000000e+02,1.406369556887808958e+00,4.332042867078144610e+01
3.000000000000000000e+00,2.500000000000000000e+02,5.868217179891068014e+01,5.772487715653519302e+01
3.000000000000000000e+00,2.750000000000000000e+02,7.146053661333742468e+01,6.091924903367826971e+01
3.000000000000000000e+00,3.000000000000000000e+02,3.703584194152680453e+01,5.753128693163819918e+01
3.000000000000000000e+00,3.250000000000000000e+02,5.908067019349318372e+01,5.306261071823904985e+01
3.000000000000000000e+00,3.500000000000000000e+02,3.904606399443059672e+01,6.684497833285867330e+01
3.000000000000000000e+00,3.750000000000000000e+02,4.798251034646757063e+01,4.858565288646331481e+01
3.000000000000000000e+00,4.000000000000000000e+02,7.017584374552301085e+01,7.553208823971944241e+01
3.000000000000000000e+00,4.250000000000000000e+02,6.657340501132460986e+01,7.597816336412292060e+01
3.000000000000000000e+00,4.500000000000000000e+02,7.789915105426078412e+01,7.562053554399265920e+01
3.000000000000000000e+00,4.750000000000000000e+02,7.663004879529707125e+01,5.204553217398364495e+01
3.000000000000000000e+00,5.000000000000000000e+02,6.158167107215059133e+01,4.891225138319476429e+01
4.000000000000000000e+00,0.000000000000000000e+00,-5.277060500664118763e+02,9.244764281715278287e+01
4.000000000000000000e+00,2.500000000000000000e+01,-1.264440623717705989e+02,4.673780185039725410e+01
4.000000000000000000e+00,5.000000000000000000e+01,-2.413403830593503301e+02,6.020822395654089121e+01
4.000000000000000000e+00,7.500000000000000000e+01,-1.036208380041923220e+02,2.903036541902194045e+01
4.000000000000000000e+00,1.000000000000000000e+02,-6.031279055394891486e+01,2.535506337106100716e+01
4.000000000000000000e+00,1.250000000000000000e+02,-7.281892720356582061e+01,3.786157367043542621e+01
4.000000000000000000e+00,1.500000000000000000e+02,-6.416540635081408084e+01,3.496255137558540582e+01
4.000000000000000000e+00,1.750000000000000000e+02,-5.087040953906286944e+01,3.683465373161524781e+01
4.000000000000000000e+00,2.000000000000000000e+02,-4.569294325534895762e+01,2.448675607974780988e+01
4.000000000000000000e+00,2.250000000000000000e+02,-7.238159690861340323e+01,4.736645399918015897e+01
4.000000000000000000e+00,2.500000000000000000e+02,8.666915603955133918e+01,5.865704091108815987e+01
4.000000000000000000e+00,2.750000000000000000e+02,6.971825395371191725e+00,4.782649558257413958e+01
4.000000000000000000e+00,3.000000000000000000e+02,1.193618043347917137e+02,5.162110754740314889e+01
4.000000000000000000e+00,3.250000000000000000e+02,1.211233407012068426e+02,5.175684139445895937e+01
4.000000000000000000e+00,3.500000000000000000e+02,8.420620469954607756e+01,6.424008282194930075e+01
4.000000000000000000e+00,3.750000000000000000e+02,1.289514335024337583e+02,5.307197259609517204e+01
4.000000000000000000e+00,4.000000000000000000e+02,1.499363741841465298e+02,5.040856821360670637e+01
4.000000000000000000e+00,4.250000000000000000e+02,9.519124219339570914e+01,5.805946024510539161e+01
4.000000000000000000e+00,4.500000000000000000e+02,1.152067405719948709e+02,5.767637236440240400e+01
4.000000000000000000e+00,4.750000000000000000e+02,8.786075344325321623e+01,6.034407262313639109e+01
4.000000000000000000e+00,5.000000000000000000e+02,1.349089474108748448e+02,4.526548848045179341e+01
5.000000000000000000e+00,0.000000000000000000e+00,-4.165971934413179270e+02,4.743985080412288369e+01
5.000000000000000000e+00,2.500000000000000000e+01,-1.528745782303360272e+02,4.102861478422089903e+01
5.000000000000000000e+00,5.000000000000000000e+01,-1.770017889706960830e+02,4.913527586195500163e+01
5.000000000000000000e+00,7.500000000000000000e+01,-7.883388956012377946e+01,4.824908628589246007e+01
5.000000000000000000e+00,1.000000000000000000e+02,-8.997126679323828569e+01,3.914647933851134098e+01
5.000000000000000000e+00,1.250000000000000000e+02,-3.357211293590634682e+01,4.966171600357056093e+01
5.000000000000000000e+00,1.500000000000000000e+02,3.311270712517047343e+01,4.434486543753818921e+01
5.000000000000000000e+00,1.750000000000000000e+02,-1.337658448677228273e+00,4.422421998411029165e+01
5.000000000000000000e+00,2.000000000000000000e+02,9.411910369536907695e+01,5.299517685116968124e+01
5.000000000000000000e+00,2.250000000000000000e+02,1.316367907991869401e+02,5.022929621081517837e+01
5.000000000000000000e+00,2.500000000000000000e+02,1.649417547551786072e+02,3.568016677717346141e+01
5.000000000000000000e+00,2.750000000000000000e+02,1.591483849406457125e+02,4.165158421867584337e+01
5.000000000000000000e+00,3.000000000000000000e+02,1.499512381780281203e+02,3.033216559774753662e+01
5.000000000000000000e+00,3.250000000000000000e+02,1.519260397352453822e+02,4.333746444978549306e+01
5.000000000000000000e+00,3.500000000000000000e+02,2.049477763801116055e+02,2.853085219046585408e+01
5.000000000000000000e+00,3.750000000000000000e+02,1.309472596393521826e+02,4.325170556953496259e+01
5.000000000000000000e+00,4.000000000000000000e+02,2.125077688018127162e+02,2.762541305808048264e+01
5.000000000000000000e+00,4.250000000000000000e+02,1.943101663428330141e+02,2.907043394619870469e+01
5.000000000000000000e+00,4.500000000000000000e+02,1.573233620954061678e+02,6.153279701946112112e+01
5.000000000000000000e+00,4.750000000000000000e+02,1.853743754936245693e+02,3.412341767719061636e+01
5.000000000000000000e+00,5.000000000000000000e+02,1.628769242352557853e+02,6.414508167411852924e+01
6.000000000000000000e+00,0.000000000000000000e+00,-3.721572894150024240e+02,7.140680678725014729e+01
6.000000000000000000e+00,2.500000000000000000e+01,-2.839698953333275426e+02,6.536538841079824635e+01
6.000000000000000000e+00,5.000000000000000000e+01,-1.861546596219483831e+02,4.824591923931520654e+01
6.000000000000000000e+00,7.500000000000000000e+01,-1.362705488697335170e+02,4.449895134200340152e+01
6.000000000000000000e+00,1.000000000000000000e+02,-1.146924427012959455e+02,5.705821275263157588e+01
6.000000000000000000e+00,1.250000000000000000e+02,-5.779704375218670975e+01,4.379185996052910923e+01
6.000000000000000000e+00,1.500000000000000000e+02,5.740661610994099107e+00,4.748591202276054446e+01
6.000000000000000000e+00,1.750000000000000000e+02,1.504880783550006385e+01,4.615594590276259623e+01
6.000000000000000000e+00,2.000000000000000000e+02,9.410281896770776200e+01,5.924154420761771433e+01
6.000000000000000000e+00,2.250000000000000000e+02,8.854755727718543312e+01,6.001993109926096537e+01
6.000000000000000000e+00,2.500000000000000000e+02,1.296731280747741266e+02,5.347676249991577180e+01
6.000000000000000000e+00,2.750000000000000000e+02,1.382589579079309487e+02,4.221180444984932478e+01
6.000000000000000000e+00,3.000000000000000000e+02,1.708519720845262100e+02,3.740488190530874846e+01
6.000000000000000000e+00,3.250000000000000000e+02,1.800274175314728780e+02,3.600097548187522989e+01
6.000000000000000000e+00,3.500000000000000000e+02,1.727435357886535598e+02,3.754288617500775160e+01
6.000000000000000000e+00,3.750000000000000000e+02,1.657364520400720664e+02,3.048730619059481484e+01
6.000000000000000000e+00,4.000000000000000000e+02,1.924941556217740128e+02,3.214775322091374221e+01
6.000000000000000000e+00,4.250000000000000000e+02,1.000305852631995691e+02,3.462736007991469478e+01
6.000000000000000000e+00,4.500000000000000000e+02,2.354626146935467261e+02,7.475350695719021665e+00
6.000000000000000000e+00,4.750000000000000000e+02,2.191593171451634703e+02,2.193872092782006433e+01
6.000000000000000000e+00,5.000000000000000000e+02,1.646436469526917961e+02,3.619229780926038131e+01
7.000000000000000000e+00,0.000000000000000000e+00,-5.547108222891217792e+02,4.713158480848105825e+01
7.000000000000000000e+00,2.500000000000000000e+01,-3.431967576809449838e+02,5.653761849575795395e+01
7.000000000000000000e+00,5.000000000000000000e+01,-1.803219119129889521e+02,5.885530160622275275e+01
7.000000000000000000e+00,7.500000000000000000e+01,-9.185981868152728680e+01,4.852249420493320997e+01
7.000000000000000000e+00,1.000000000000000000e+02,-1.125192706250552419e+02,3.611160985737053153e+01
7.000000000000000000e+00,1.250000000000000000e+02,-1.455498323184525873e+02,7.384369312631024229e+01
7.000000000000000000e+00,1.500000000000000000e+02,-5.271334625505271276e+01,7.459826054606718060e+01
7.000000000000000000e+00,1.750000000000000000e+02,-1.925185744219969353e+00,4.852901461904912850e+01
7.000000000000000000e+00,2.000000000000000000e+02,5.049532632662387499e+01,5.255031605025724417e+01
7.000000000000000000e+00,2.250000000000000000e+02,3.472501085249886899e+01,5.554555395424839048e+01
7.000000000000000000e+00,2.500000000000000000e+02,1.154255872111626502e+00,6.381381730550811682e+01
7.000000000000000000e+00,2.750000000000000000e+02,8.514715325750668740e+01,5.354146029781583138e+01
7.000000000000000000e+00,3.000000000000000000e+02,9.620665359671049544e+01,5.240877736247541208e+01
7.000000000000000000e+00,3.250000000000000000e+02,7.494981355471671236e+01,5.365677176917886726e+01
7.000000000000000000e+00,3.500000000000000000e+02,1.536792941245259385e+02,3.913628066665964411e+01
7.000000000000000000e+00,3.750000000000000000e+02,1.360155023079394141e+02,3.694661839842857631e+01
7.000000000000000000e+00,4.000000000000000000e+02,8.548025754619801830e+01,5.163768421467625558e+01
7.000000000000000000e+00,4.250000000000000000e+02,9.857604961420449285e+01,4.988731282728709715e+01
7.000000000000000000e+00,4.500000000000000000e+02,9.845746749203183867e+01,5.329143175623926965e+01
7.000000000000000000e+00,4.750000000000000000e+02,5.815639920586600198e+01,5.538874022868402847e+01
7.000000000000000000e+00,5.000000000000000000e+02,1.234957181744714347e+02,4.536750533700888610e+01
8.000000000000000000e+00,0.000000000000000000e+00,-2.862430247109606398e+02,2.847257595262878738e+01
8.000000000000000000e+00,2.500000000000000000e+01,-2.111054757953526178e+02,6.563790810571641998e+01
8.000000000000000000e+00,5.000000000000000000e+01,-1.169011391350628912e+02,4.171107540309046868e+01
8.000000000000000000e+00,7.500000000000000000e+01,-1.055258976315374468e+02,3.972892671608256876e+01
8.000000000000000000e+00,1.000000000000000000e+02,-8.453454906008461478e+01,3.828518626584382645e+01
8.000000000000000000e+00,1.250000000000000000e+02,-5.680116852094290181e+01,3.302138701795939113e+01
8.000000000000000000e+00,1.500000000000000000e+02,-4.228771915820587424e+01,5.141059042213966990e+01
8.000000000000000000e+00,1.750000000000000000e+02,2.661126092596775905e+01,4.937680438414091100e+01
8.000000000000000000e+00,2.000000000000000000e+02,5.962239643651161103e+00,4.337620607170878628e+01
8.000000000000000000e+00,2.250000000000000000e+02,5.734990405399222624e+01,6.841704161624882374e+01
8.000000000000000000e+00,2.500000000000000000e+02,9.565406379736757003e+01,5.179914620878050613e+01
8.000000000000000000e+00,2.750000000000000000e+02,4.252558951136737164e+01,5.705123710578926932e+01
8.000000000000000000e+00,3.000000000000000000e+02,1.357252233797606777e+02,4.941460028559698969e+01
8.000000000000000000e+00,3.250000000000000000e+02,1.546723929874191583e+02,5.074372548598656607e+01
8.000000000000000000e+00,3.500000000000000000e+02,1.241735713203878362e+02,4.963335703128890941e+01
8.000000000000000000e+00,3.750000000000000000e+02,9.804439584654861051e+01,5.456583450346712993e+01
8.000000000000000000e+00,4.000000000000000000e+02,1.119399045976500560e+02,5.126103159239181650e+01
8.000000000000000000e+00,4.250000000000000000e+02,8.102057502089672880e+01,4.506277696619623896e+01
8.000000000000000000e+00,4.500000000000000000e+02,8.889134055833184789e+01,4.734190173495670706e+01
8.000000000000000000e+00,4.750000000000000000e+02,7.418264874097040718e+01,4.315939714510538749e+01
8.000000000000000000e+00,5.000000000000000000e+02,4.471134775922872251e+01,5.010256526031280799e+01
9.000000000000000000e+00,0.000000000000000000e+00,-3.658482076198551454e+02,5.343321427370113952e+01
9.000000000000000000e+00,2.500000000000000000e+01,-2.567529387269035510e+02,6.584271859182408093e+01
9.000000000000000000e+00,5.000000000000000000e+01,-1.768400556121593468e+02,4.407677443167843734e+01
9.000000000000000000e+00,7.500000000000000000e+01,-1.244754102889559846e+02,6.012120959110281859e+01
9.000000000000000000e+00,1.000000000000000000e+02,-6.596275101728410561e+01,4.455441121990349274e+01
9.000000000000000000e+00,1.250000000000000000e+02,-1.227535968615532092e+01,3.372468532674866282e+01
9.000000000000000000e+00,1.500000000000000000e+02,-3.777669912609611202e+01,6.958548782250474574e+01
9.000000000000000000e+00,1.750000000000000000e+02,-9.463924489556488240e+00,3.941290425701205891e+01
9.000000000000000000e+00,2.000000000000000000e+02,1.952705414899024206e+01,4.688898327013453127e+01
9.000000000000000000e+00,2.250000000000000000e+02,8.133959537664821937e+01,6.260340465645602848e+01
9.000000000000000000e+00,2.500000000000000000e+02,3.865930870087416338e+01,4.437031408225350049e+01
9.000000000000000000e+00,2.750000000000000000e+02,-5.043591916068432823e+00,7.324186844742469304e+01
9.000000000000000000e+00,3.000000000000000000e+02,9.075033240212951569e+01,4.936621375994556615e+01
9.000000000000000000e+00,3.250000000000000000e+02,1.261613014698476860e+02,4.587069015471567468e+01
9.000000000000000000e+00,3.500000000000000000e+02,1.741761808703179497e+02,4.245220569764681784e+01
9.000000000000000000e+00,3.750000000000000000e+02,1.578937944485877836e+02,4.442360497634005867e+01
9.000000000000000000e+00,4.000000000000000000e+02,9.960092520740229816e+01,5.531791354427492280e+01
9.000000000000000000e+00,4.250000000000000000e+02,1.487746243548803022e+02,4.606059266290480991e+01
9.000000000000000000e+00,4.500000000000000000e+02,1.716843368641970926e+02,4.379012783289928734e+01
9.000000000000000000e+00,4.750000000000000000e+02,2.128238497301061045e+02,3.327364066438165935e+01
9.000000000000000000e+00,5.000000000000000000e+02,1.807942218739591169e+02,5.863719135671118465e+01
