Rank,Run Index,Sup. EETDR (Stream-3),95% HW,SP95LB
1.0,88.0,-29.086580058331407,8.370746461660424,-37.45732651999183
2.0,72.0,-48.49517344060541,5.0224823139390065,-53.51765575454442
3.0,2.0,-48.054462381311005,9.944178137941138,-57.99864051925214
4.0,51.0,-56.205154940776744,5.229557841680644,-61.43471278245739
5.0,98.0,-55.31943696739771,7.2922368513799745,-62.61167381877769
