Rank,Run Index,Sup. EETDR (Stream-3),95% HW,SP95LB
1.0,53.0,220.56626563995025,16.51306364989805,204.0532019900522
2.0,5.0,186.65974549863196,17.011306241937042,169.64843925669493
3.0,95.0,150.68328452858904,21.55206835978144,129.1312161688076
4.0,29.0,136.28185018473522,27.440214036724022,108.84163614801119
5.0,19.0,61.51790191329055,26.118694164380212,35.39920774891034
