Rank,Run Index,Sup. EETDR (Stream-3),95% HW,SP95LB
1.0,10.0,-45.16558795086716,11.342843889868908,-56.50843184073607
2.0,3.0,-79.43292293832559,5.89213671772088,-85.32505965604646
3.0,83.0,-76.9330190846694,13.428060539000189,-90.36107962366958
4.0,34.0,-84.91204530346286,12.271311583214844,-97.1833568866777
5.0,94.0,-89.41303479709094,12.16166346506429,-101.57469826215524
